"";"ensembl_gene_id";"chromosome_name";"start_position";"end_position";"strand"
"1932";"AGAP004976";"2L";7448120;7450491;-1
"1933";"AGAP006723";"2L";37282290;37285191;-1
"1934";"AGAP006724";"2L";37285966;37288141;-1
"1935";"AGAP006725";"2L";37288762;37290931;-1
"1936";"AGAP006726";"2L";37291002;37292961;1
"1937";"AGAP006727";"2L";37292956;37295276;-1
"1938";"AGAP006728";"2L";37296161;37298202;1
"1939";"AGAP006729";"2L";37298660;37299911;-1
"1940";"AGAP006730";"2L";37303003;37305935;-1
"1941";"AGAP006731";"2L";37315119;37386224;-1
"1942";"AGAP006732";"2L";37327355;37369168;1
"1943";"AGAP006733";"2L";37415262;37420315;1
"1944";"AGAP006734";"2L";37420411;37421343;-1
"1945";"AGAP006735";"2L";37426576;37433139;-1
"1946";"AGAP006736";"2L";37440161;37444142;1
"1947";"AGAP006737";"2L";37489877;37490839;1
"1948";"AGAP006738";"2L";37625881;37631771;1
"1949";"AGAP006739";"2L";37639100;37642539;1
"1950";"AGAP006740";"2L";37645995;37648245;1
"1951";"AGAP005279";"2L";13548501;13587620;1
"1952";"AGAP006743";"2L";37702669;37703840;1
"1953";"AGAP006744";"2L";37704141;37704631;1
"1954";"AGAP006745";"2L";37706862;37710190;1
"1955";"AGAP006746";"2L";37727355;37732338;1
"1956";"AGAP006747";"2L";37733113;37744769;-1
"1957";"AGAP006748";"2L";37747064;37748373;-1
"1958";"AGAP006749";"2L";37748960;37750518;1
"1959";"AGAP006750";"2L";37752410;37754544;-1
"1960";"AGAP006754";"2L";37775704;37872053;-1
"1961";"AGAP006755";"2L";37874138;37880432;1
"1962";"AGAP006756";"2L";37882266;37885355;-1
"1963";"AGAP006757";"2L";37902281;37914706;1
"1964";"AGAP006758";"2L";37915979;37920542;1
"1965";"AGAP006759";"2L";37922005;37922885;-1
"1966";"AGAP006760";"2L";37923144;37923831;-1
"1967";"AGAP006761";"2L";37924202;37926548;-1
"1968";"AGAP006762";"2L";37976271;38011946;1
"1969";"AGAP006763";"2L";38016981;38017690;-1
"1970";"AGAP006764";"2L";38018862;38019685;1
"1971";"AGAP006765";"2L";38021560;38035016;-1
"1972";"AGAP006766";"2L";38038082;38040408;1
"1973";"AGAP006767";"2L";38041307;38045050;1
"1974";"AGAP006768";"2L";38046156;38049503;-1
"1975";"AGAP006769";"2L";38064405;38069624;1
"1976";"AGAP006770";"2L";38072599;38074133;-1
"1977";"AGAP006771";"2L";38076293;38091235;1
"1978";"AGAP006772";"2L";38106663;38111104;1
"1979";"AGAP006773";"2L";38111536;38113011;1
"1980";"AGAP006774";"2L";38118284;38122462;-1
"1981";"AGAP006775";"2L";38126859;38128644;1
"1982";"AGAP006776";"2L";38134186;38148003;-1
"1983";"AGAP006777";"2L";38163055;38165514;1
"1984";"AGAP006778";"2L";38166688;38168649;-1
"1985";"AGAP006779";"2L";38170184;38171726;-1
"1986";"AGAP006780";"2L";38172395;38175356;1
"1987";"AGAP006781";"2L";38174631;38176810;-1
"1988";"AGAP006782";"2L";38178317;38184174;-1
"1989";"AGAP006783";"2L";38185911;38187234;1
"1990";"AGAP006784";"2L";38187712;38189944;-1
"1991";"AGAP006785";"2L";38190340;38192032;1
"1992";"AGAP006786";"2L";38213127;38215035;1
"1993";"AGAP006788";"2L";38278596;38279264;1
"1994";"AGAP006789";"2L";38280545;38281646;-1
"1995";"AGAP028733";"2L";41059217;41060248;-1
"1996";"AGAP006791";"2L";38386587;38446604;-1
"1997";"AGAP006792";"2L";38451528;38452313;-1
"1998";"AGAP006793";"2L";38453475;38454237;-1
"1999";"AGAP006794";"2L";38539647;38543818;1
"2000";"AGAP006795";"2L";38567686;38568743;-1
"2001";"AGAP006796";"2L";38572158;38572599;-1
"2002";"AGAP006797";"2L";38575130;38577166;-1
"2003";"AGAP006798";"2L";38578317;38580035;1
"2004";"AGAP006799";"2L";38581845;38582666;-1
"2005";"AGAP006800";"2L";38584125;38659387;1
"2006";"AGAP006802";"2L";38668366;38669721;-1
"2007";"AGAP006803";"2L";38670995;38675570;-1
"2008";"AGAP006804";"2L";38672789;38673730;1
"2009";"AGAP006805";"2L";38675850;38677618;1
"2010";"AGAP006806";"2L";38678210;38679561;1
"2011";"AGAP006807";"2L";38680234;38681028;-1
"2012";"AGAP006808";"2L";38681919;38683301;-1
"2013";"AGAP006809";"2L";38688287;38695497;-1
"2014";"AGAP006810";"2L";38696491;38697681;1
"2015";"AGAP006811";"2L";38698934;38704424;-1
"2016";"AGAP028623";"3L";19925076;19933291;1
"2017";"AGAP006813";"2L";38778616;38779055;1
"2018";"AGAP006814";"2L";38856915;38858249;-1
"2019";"AGAP006815";"2L";38858563;38859832;1
"2020";"AGAP006817";"2L";38862220;38867043;-1
"2021";"AGAP006818";"2L";38869110;38873116;1
"2022";"AGAP006819";"2L";38882380;38884506;1
"2023";"AGAP006820";"2L";38887650;38890117;1
"2024";"AGAP006821";"2L";38890935;38893474;1
"2025";"AGAP006822";"2L";38895037;38907809;1
"2026";"AGAP006823";"2L";38915890;38951679;1
"2027";"AGAP006824";"2L";38955405;38962892;-1
"2028";"AGAP006825";"2L";38996806;39030002;1
"2029";"AGAP006826";"2L";39032112;39036699;-1
"2030";"AGAP006827";"2L";39037404;39038416;-1
"2031";"AGAP006828";"2L";39050620;39053268;1
"2032";"AGAP006829";"2L";39074233;39077008;1
"2033";"AGAP006830";"2L";39087872;39093776;1
"2034";"AGAP006831";"2L";39110972;39111693;1
"2035";"AGAP006832";"2L";39113747;39114833;1
"2036";"AGAP006833";"2L";39116000;39116582;1
"2037";"AGAP006834";"2L";39116981;39117868;-1
"2038";"AGAP006835";"2L";39124220;39145770;1
"2039";"AGAP006836";"2L";39138827;39139374;-1
"2040";"AGAP006837";"2L";39151550;39152078;1
"2041";"AGAP006838";"2L";39153888;39162819;1
"2042";"AGAP006839";"2L";39170757;39171972;1
"2043";"AGAP006840";"2L";39174559;39175063;1
"2044";"AGAP006841";"2L";39176561;39177057;1
"2045";"AGAP006842";"2L";39178730;39179226;1
"2046";"AGAP006843";"2L";39181044;39181492;1
"2047";"AGAP006844";"2L";39183142;39183638;-1
"2048";"AGAP006845";"2L";39185138;39185622;-1
"2049";"AGAP006846";"2L";39186318;39186814;1
"2050";"AGAP006847";"2L";39187823;39188287;-1
"2051";"AGAP006848";"2L";39189587;39190043;1
"2052";"AGAP006849";"2L";39192163;39192861;1
"2053";"AGAP006850";"2L";39194109;39194498;1
"2054";"AGAP006851";"2L";39195928;39196317;1
"2055";"AGAP006852";"2L";39198204;39198593;1
"2056";"AGAP006853";"2L";39200923;39201294;-1
"2057";"AGAP006854";"2L";39202721;39203110;-1
"2058";"AGAP006855";"2L";39204665;39205054;-1
"2059";"AGAP006856";"2L";39207082;39207468;-1
"2060";"AGAP006857";"2L";39209289;39209666;-1
"2061";"AGAP006858";"2L";39211329;39211784;-1
"2062";"AGAP006859";"2L";39212866;39213312;1
"2063";"AGAP006860";"2L";39214535;39214978;-1
"2064";"AGAP006861";"2L";39215802;39216191;1
"2065";"AGAP006862";"2L";39217701;39218069;1
"2066";"AGAP006863";"2L";39219764;39220196;-1
"2067";"AGAP006864";"2L";39221590;39222203;1
"2068";"AGAP006865";"2L";39222587;39223516;-1
"2069";"AGAP006866";"2L";39226948;39227651;1
"2070";"AGAP006867";"2L";39230211;39239664;1
"2071";"AGAP006868";"2L";39269028;39275406;1
"2072";"AGAP006869";"2L";39278059;39279025;-1
"2073";"AGAP006870";"2L";39282567;39283388;1
"2074";"AGAP006871";"2L";39285040;39287251;-1
"2075";"AGAP006872";"2L";39287864;39300071;1
"2076";"AGAP006873";"2L";39302116;39306607;-1
"2077";"AGAP006874";"2L";39308977;39310512;1
"2078";"AGAP006875";"2L";39310745;39312218;1
"2079";"AGAP006876";"2L";39312570;39314187;1
"2080";"AGAP006877";"2L";39314564;39318160;1
"2081";"AGAP006878";"2L";39318226;39319485;-1
"2082";"AGAP006879";"2L";39319780;39320739;1
"2083";"AGAP006880";"2L";39321706;39337266;1
"2084";"AGAP006881";"2L";39325101;39327080;-1
"2085";"AGAP006882";"2L";39334625;39335592;-1
"2086";"AGAP006883";"2L";39342320;39345905;1
"2087";"AGAP006884";"2L";39347620;39354291;-1
"2088";"AGAP006885";"2L";39355321;39363783;1
"2089";"AGAP006887";"2L";39364952;39365620;1
"2090";"AGAP006888";"2L";39367809;39371332;-1
"2091";"AGAP006889";"2L";39373037;39375732;1
"2092";"AGAP006890";"2L";39376198;39410515;1
"2093";"AGAP006891";"2L";39426797;39428212;-1
"2094";"AGAP006892";"2L";39472033;39475207;1
"2095";"AGAP006893";"2L";39550574;39551848;1
"2096";"AGAP006894";"2L";39556088;39558181;-1
"2097";"AGAP006895";"2L";39558794;39559529;1
"2098";"AGAP006896";"2L";39560771;39561502;-1
"2099";"AGAP006897";"2L";39569238;39571572;1
"2100";"AGAP006898";"2L";39574076;39578295;-1
"2101";"AGAP006899";"2L";39585632;39586107;1
"2102";"AGAP006900";"2L";39634589;39672322;-1
"2103";"AGAP006901";"2L";39704624;39749608;-1
"2104";"AGAP006902";"2L";39754475;39757719;1
"2105";"AGAP006903";"2L";39809855;39812317;1
"2106";"AGAP006904";"2L";39815884;39838118;1
"2107";"AGAP006905";"2L";39840850;39847803;1
"2108";"AGAP006906";"2L";39851960;39854636;1
"2109";"AGAP006907";"2L";39856602;39858724;1
"2110";"AGAP006908";"2L";39873667;39878129;-1
"2111";"AGAP006909";"2L";39889421;39894237;1
"2112";"AGAP006910";"2L";39894816;39896384;1
"2113";"AGAP006911";"2L";39896875;39899752;1
"2114";"AGAP006913";"2L";39948848;39951539;-1
"2115";"AGAP006914";"2L";39966752;39968185;1
"2116";"AGAP006915";"2L";39991721;39993168;1
"2117";"AGAP006916";"2L";39993541;39994220;1
"2118";"AGAP006917";"2L";39994248;39995592;-1
"2119";"AGAP006918";"2L";39995907;39997107;-1
"2120";"AGAP006920";"2L";40004448;40005004;1
"2121";"AGAP006921";"2L";40025650;40030767;1
"2122";"AGAP006923";"2L";40044234;40051309;-1
"2123";"AGAP006924";"2L";40059121;40059696;-1
"2124";"AGAP006925";"2L";40062068;40076345;-1
"2125";"AGAP006926";"2L";40078617;40079751;-1
"2126";"AGAP006927";"2L";40081078;40082362;-1
"2127";"AGAP006928";"2L";40087894;40088638;-1
"2128";"AGAP006929";"2L";40095187;40095615;-1
"2129";"AGAP006930";"2L";40104182;40105484;1
"2130";"AGAP006931";"2L";40110606;40111688;1
"2131";"AGAP006932";"2L";40113355;40120723;-1
"2132";"AGAP006933";"2L";40121383;40123629;1
"2133";"AGAP006934";"2L";40127227;40128852;-1
"2134";"AGAP006935";"2L";40147693;40156760;-1
"2135";"AGAP006936";"2L";40157852;40161112;1
"2136";"AGAP006937";"2L";40163100;40166886;-1
"2137";"AGAP006938";"2L";40167174;40169246;-1
"2138";"AGAP006939";"2L";40169708;40175624;1
"2139";"AGAP006940";"2L";40177771;40178877;-1
"2140";"AGAP006941";"2L";40180268;40182471;-1
"2141";"AGAP006942";"2L";40183406;40190226;1
"2142";"AGAP006943";"2L";40190504;40192853;-1
"2143";"AGAP006944";"2L";40193242;40195285;1
"2144";"AGAP006945";"2L";40195615;40198230;1
"2145";"AGAP006946";"2L";40198251;40198881;-1
"2146";"AGAP006947";"2L";40199453;40201464;1
"2147";"AGAP006948";"2L";40201873;40207556;-1
"2148";"AGAP006949";"2L";40208758;40211975;-1
"2149";"AGAP006950";"2L";40212417;40214323;1
"2150";"AGAP006951";"2L";40214550;40215867;1
"2151";"AGAP006952";"2L";40216106;40217352;1
"2152";"AGAP006953";"2L";40217380;40218050;-1
"2153";"AGAP004980";"2L";7490941;7493328;-1
"2154";"AGAP006955";"2L";40233778;40235567;-1
"2155";"AGAP006956";"2L";40240418;40252213;1
"2156";"AGAP006958";"2L";40256208;40258932;-1
"2157";"AGAP005768";"2L";20386970;20389448;-1
"2158";"AGAP006962";"2L";40275166;40276976;1
"2159";"AGAP006963";"2L";40277149;40278923;-1
"2160";"AGAP006964";"2L";40279726;40280593;-1
"2161";"AGAP006965";"2L";40281223;40285900;1
"2162";"AGAP006966";"2L";40286596;40291145;1
"2163";"AGAP006967";"2L";40298219;40368269;-1
"2164";"AGAP006968";"2L";40404295;40407881;1
"2165";"AGAP006969";"2L";40410402;40412690;1
"2166";"AGAP006970";"2L";40421708;40423973;1
"2167";"AGAP006971";"2L";40426352;40426837;-1
"2168";"AGAP006972";"2L";40430067;40430669;1
"2169";"AGAP006973";"2L";40432237;40432754;-1
"2170";"AGAP007412";"2L";46355209;46355803;1
"2171";"AGAP007408";"2L";46344980;46345556;1
"2172";"AGAP006975";"2L";40442431;40442879;-1
"2173";"AGAP006976";"2L";40447782;40448369;1
"2174";"AGAP006977";"2L";40449192;40449960;-1
"2175";"AGAP006978";"2L";40454358;40454747;-1
"2176";"AGAP006979";"2L";40455588;40455971;-1
"2177";"AGAP006980";"2L";40457436;40457812;-1
"2178";"AGAP006981";"2L";40459508;40459898;-1
"2179";"AGAP006982";"2L";40461688;40462081;-1
"2180";"AGAP006983";"2L";40462641;40463031;-1
"2181";"AGAP006984";"2L";40464996;40465372;-1
"2182";"AGAP006985";"2L";40467550;40467938;-1
"2183";"AGAP006986";"2L";40470393;40470890;1
"2184";"AGAP006987";"2L";40471592;40478766;-1
"2185";"AGAP006988";"2L";40480185;40482503;-1
"2186";"AGAP006989";"2L";40483191;40485711;-1
"2187";"AGAP006990";"2L";40485843;40495867;1
"2188";"AGAP006991";"2L";40496821;40497459;-1
"2189";"AGAP006992";"2L";40500484;40506296;-1
"2190";"AGAP006993";"2L";40509763;40513184;1
"2191";"AGAP006994";"2L";40513629;40519223;-1
"2192";"AGAP006995";"2L";40522242;40531795;-1
"2193";"AGAP006996";"2L";40536371;40538248;1
"2194";"AGAP006997";"2L";40538377;40541619;-1
"2195";"AGAP006998";"2L";40542177;40546097;1
"2196";"AGAP006999";"2L";40586110;40586773;1
"2197";"AGAP007000";"2L";40588299;40588993;-1
"2198";"AGAP007001";"2L";40589335;40590987;1
"2199";"AGAP007002";"2L";40591015;40592012;-1
"2200";"AGAP007003";"2L";40592378;40593706;-1
"2201";"AGAP007004";"2L";40603164;40603637;1
"2202";"AGAP007005";"2L";40607555;40728192;1
"2203";"AGAP007006";"2L";40730490;40759895;-1
"2204";"AGAP007007";"2L";40774626;40776740;-1
"2205";"AGAP007133";"2L";43210644;43309832;1
"2206";"AGAP007010";"2L";40900916;40916558;1
"2207";"AGAP005799";"2L";21040466;21163656;1
"2208";"AGAP007013";"2L";40957596;40957853;1
"2209";"AGAP007014";"2L";40974686;40976342;1
"2210";"AGAP007015";"2L";40976837;40978478;1
"2211";"AGAP007016";"2L";40979509;40981199;1
"2212";"AGAP007017";"2L";40981696;40983421;1
"2213";"AGAP007018";"2L";40987418;40994094;-1
"2214";"AGAP007019";"2L";40995292;40999389;1
"2215";"AGAP007020";"2L";40999422;41000291;-1
"2216";"AGAP007021";"2L";41003811;41005107;1
"2217";"AGAP007022";"2L";41006604;41009476;-1
"2218";"AGAP007023";"2L";41013267;41025452;-1
"2219";"AGAP007024";"2L";41025877;41026529;1
"2220";"AGAP007025";"2L";41026812;41028128;1
"2221";"AGAP007026";"2L";41028438;41029611;-1
"2222";"AGAP007027";"2L";41033097;41036691;-1
"2223";"AGAP007028";"2L";41047893;41049603;-1
"2224";"AGAP007029";"2L";41052366;41054305;1
"2225";"AGAP011420";"3L";24337099;24337833;1
"2226";"AGAP007031";"2L";41165091;41222640;-1
"2227";"AGAP007032";"2L";41245076;41251408;1
"2228";"AGAP007199";"2L";44247303;44247506;-1
"2229";"AGAP007034";"2L";41262272;41263522;-1
"2230";"AGAP006722";"2L";37233354;37233690;1
"2231";"AGAP007037";"2L";41274607;41276228;-1
"2232";"AGAP007038";"2L";41287202;41308450;-1
"2233";"AGAP007039";"2L";41292154;41294040;1
"2234";"AGAP006974";"2L";40434581;40440489;-1
"2235";"AGAP007041";"2L";41381834;41383594;1
"2236";"AGAP007042";"2L";41386757;41387540;1
"2237";"AGAP007043";"2L";41561354;41563347;-1
"2238";"AGAP007044";"2L";41564106;41566370;-1
"2239";"AGAP007045";"2L";41607224;41609339;1
"2240";"AGAP007046";"2L";41624490;41644582;-1
"2241";"AGAP007048";"2L";41648960;41651846;1
"2242";"AGAP007049";"2L";41780844;41797297;-1
"2243";"AGAP007050";"2L";41828921;41831427;-1
"2244";"AGAP007051";"2L";41835038;41874573;-1
"2245";"AGAP007052";"2L";41877979;41880758;-1
"2246";"AGAP007053";"2L";41882609;41884510;1
"2247";"AGAP007054";"2L";41884537;41887286;-1
"2248";"AGAP007055";"2L";41892659;41900972;-1
"2249";"AGAP007056";"2L";41904985;41905713;1
"2250";"AGAP007057";"2L";41906459;41909805;-1
"2251";"AGAP007058";"2L";42005592;42054271;-1
"2252";"AGAP007059";"2L";42062331;42065873;-1
"2253";"AGAP007060";"2L";42067616;42071695;-1
"2254";"AGAP007061";"2L";42071847;42076115;-1
"2255";"AGAP007062";"2L";42124636;42125531;-1
"2256";"AGAP007063";"2L";42126194;42127751;-1
"2257";"AGAP007064";"2L";42129453;42133676;1
"2258";"AGAP007065";"2L";42135464;42147851;-1
"2259";"AGAP007066";"2L";42156285;42162341;-1
"2260";"AGAP007068";"2L";42163507;42164602;-1
"2261";"AGAP007069";"2L";42165842;42176356;-1
"2262";"AGAP007070";"2L";42178251;42181793;-1
"2263";"AGAP007071";"2L";42184202;42187200;-1
"2264";"AGAP007072";"2L";42189391;42194242;-1
"2265";"AGAP007073";"2L";42195499;42198207;-1
"2266";"AGAP007074";"2L";42200171;42202880;-1
"2267";"AGAP007075";"2L";42203909;42207185;-1
"2268";"AGAP007076";"2L";42210099;42211811;1
"2269";"AGAP007077";"2L";42212969;42215566;1
"2270";"AGAP007078";"2L";42215604;42219172;-1
"2271";"AGAP007079";"2L";42222524;42225679;-1
"2272";"AGAP007080";"2L";42230022;42233168;-1
"2273";"AGAP007081";"2L";42256038;42259890;1
"2274";"AGAP007082";"2L";42269878;42270964;1
"2275";"AGAP007083";"2L";42271284;42275295;-1
"2276";"AGAP007084";"2L";42280404;42282090;-1
"2277";"AGAP007085";"2L";42282976;42286267;1
"2278";"AGAP007086";"2L";42327400;42406342;1
"2279";"AGAP007087";"2L";42384496;42385474;-1
"2280";"AGAP007088";"2L";42413501;42415480;-1
"2281";"AGAP007089";"2L";42428859;42436328;1
"2282";"AGAP007090";"2L";42445079;42446294;-1
"2283";"AGAP007091";"2L";42486640;42494936;1
"2284";"AGAP007092";"2L";42526483;42543749;1
"2285";"AGAP007093";"2L";42547910;42560458;-1
"2286";"AGAP007094";"2L";42562679;42564294;-1
"2287";"AGAP007095";"2L";42571171;42576805;1
"2288";"AGAP007096";"2L";42576837;42578610;-1
"2289";"AGAP007097";"2L";42578782;42579991;1
"2290";"AGAP007098";"2L";42580276;42581440;1
"2291";"AGAP007099";"2L";42583659;42623914;-1
"2292";"AGAP007100";"2L";42676356;42683998;1
"2293";"AGAP007101";"2L";42685570;42687946;1
"2294";"AGAP007102";"2L";42688304;42690072;1
"2295";"AGAP007103";"2L";42690394;42780336;1
"2296";"AGAP007104";"2L";42784519;42792836;-1
"2297";"AGAP007105";"2L";42795728;42798687;1
"2298";"AGAP007106";"2L";42800362;42817607;-1
"2299";"AGAP007107";"2L";42819885;42821706;1
"2300";"AGAP007108";"2L";42825338;42829315;1
"2301";"AGAP007109";"2L";42860665;42862101;-1
"2302";"AGAP007110";"2L";42914490;42939104;1
"2303";"AGAP007111";"2L";42952626;42955131;1
"2304";"AGAP007112";"2L";42955322;42957554;-1
"2305";"AGAP007113";"2L";42957994;42965130;1
"2306";"AGAP007114";"2L";42980745;42991016;-1
"2307";"AGAP007115";"2L";43020195;43022049;1
"2308";"AGAP007116";"2L";43022683;43024117;1
"2309";"AGAP007117";"2L";43026304;43028115;1
"2310";"AGAP007118";"2L";43031102;43039124;-1
"2311";"AGAP007119";"2L";43040522;43043135;-1
"2312";"AGAP007120";"2L";43043577;43044650;1
"2313";"AGAP007121";"2L";43045845;43049930;1
"2314";"AGAP007122";"2L";43050145;43051673;-1
"2315";"AGAP007123";"2L";43053485;43057667;1
"2316";"AGAP007124";"2L";43058730;43063265;1
"2317";"AGAP007125";"2L";43064656;43066267;1
"2318";"AGAP007126";"2L";43066288;43069315;-1
"2319";"AGAP007127";"2L";43076933;43098986;-1
"2320";"AGAP007128";"2L";43108548;43111590;1
"2321";"AGAP007129";"2L";43112100;43124434;-1
"2322";"AGAP007130";"2L";43126229;43130984;-1
"2323";"AGAP007131";"2L";43139088;43142599;1
"2324";"AGAP007640";"2L";48579449;48589292;1
"2325";"AGAP007134";"2L";43325936;43336782;1
"2326";"AGAP007135";"2L";43341359;43368282;-1
"2327";"AGAP013510";"2R";9038194;9039257;1
"2328";"AGAP007137";"2L";43520167;43549578;1
"2329";"AGAP007138";"2L";43552885;43555934;1
"2330";"AGAP007139";"2L";43556473;43558291;1
"2331";"AGAP007140";"2L";43559192;43561083;1
"2332";"AGAP007141";"2L";43562501;43563392;1
"2333";"AGAP007142";"2L";43564228;43565240;1
"2334";"AGAP007143";"2L";43565366;43573709;-1
"2335";"AGAP007144";"2L";43566115;43567633;1
"2336";"AGAP007145";"2L";43574251;43576727;1
"2337";"AGAP007147";"2L";43578331;43579127;1
"2338";"AGAP007148";"2L";43580572;43580984;-1
"2339";"AGAP007149";"2L";43581656;43581982;1
"2340";"AGAP007150";"2L";43582656;43582990;-1
"2341";"AGAP007151";"2L";43584106;43584609;-1
"2342";"AGAP007152";"2L";43585354;43585678;-1
"2343";"AGAP007153";"2L";43586706;43588777;-1
"2344";"AGAP007154";"2L";43590075;43590585;-1
"2345";"AGAP007155";"2L";43592241;43592676;1
"2346";"AGAP007156";"2L";43595097;43595449;-1
"2347";"AGAP007157";"2L";43597458;43598049;-1
"2348";"AGAP007158";"2L";43598636;43599507;1
"2349";"AGAP007159";"2L";43600970;43601852;-1
"2350";"AGAP007160";"2L";43603779;43607408;-1
"2351";"AGAP007161";"2L";43610629;43611658;1
"2352";"AGAP007162";"2L";43612360;43613412;-1
"2353";"AGAP007163";"2L";43619494;43706887;-1
"2354";"AGAP007164";"2L";43658099;43662415;1
"2355";"AGAP007165";"2L";43749619;43750588;-1
"2356";"AGAP007166";"2L";43752791;43755383;-1
"2357";"AGAP007167";"2L";43756355;43757437;-1
"2358";"AGAP007168";"2L";43757885;43765059;-1
"2359";"AGAP007169";"2L";43781440;43811210;1
"2360";"AGAP007170";"2L";43814152;43814883;1
"2361";"AGAP007171";"2L";43816657;43817367;1
"2362";"AGAP007172";"2L";43817727;43821466;1
"2363";"AGAP007173";"2L";43821855;43822849;-1
"2364";"AGAP007174";"2L";43826438;43844461;1
"2365";"AGAP007175";"2L";43846605;43856711;1
"2366";"AGAP007176";"2L";43850817;43853535;-1
"2367";"AGAP007693";"2L";49090665;49091952;-1
"2368";"AGAP005246";"2L";12996143;13001344;-1
"2369";"AGAP007178";"2L";43909028;43910731;1
"2370";"AGAP007180";"2L";44029784;44052643;1
"2371";"AGAP007181";"2L";44060524;44070813;-1
"2372";"AGAP007182";"2L";44081860;44083237;1
"2373";"AGAP007184";"2L";44101034;44101495;-1
"2374";"AGAP007185";"2L";44103459;44106496;-1
"2375";"AGAP007186";"2L";44107541;44122327;-1
"2376";"AGAP007187";"2L";44166429;44166695;-1
"2377";"AGAP007188";"2L";44168370;44168636;-1
"2378";"AGAP007189";"2L";44170128;44170394;-1
"2379";"AGAP007190";"2L";44172071;44172337;-1
"2380";"AGAP007191";"2L";44177174;44177431;1
"2381";"AGAP007192";"2L";44180300;44180557;1
"2382";"AGAP007193";"2L";44183630;44183887;1
"2383";"AGAP007194";"2L";44185149;44185376;1
"2384";"AGAP007195";"2L";44188749;44189000;-1
"2385";"AGAP007196";"2L";44191299;44191583;-1
"2386";"AGAP007197";"2L";44192386;44192868;-1
"2387";"AGAP007198";"2L";44193776;44200750;-1
"2388";"AGAP004847";"2L";4433671;4438248;1
"2389";"AGAP005725";"2L";19653010;19664780;-1
"2390";"AGAP007201";"2L";44268905;44269838;1
"2391";"AGAP007202";"2L";44269904;44270752;-1
"2392";"AGAP007203";"2L";44275491;44300623;1
"2393";"AGAP007204";"2L";44280294;44284218;1
"2394";"AGAP007205";"2L";44284959;44286158;1
"2395";"AGAP007206";"2L";44286271;44287612;-1
"2396";"AGAP007207";"2L";44307059;44312519;1
"2397";"AGAP007208";"2L";44327781;44328755;-1
"2398";"AGAP007209";"2L";44331116;44343426;-1
"2399";"AGAP007210";"2L";44345057;44360698;-1
"2400";"AGAP007211";"2L";44361226;44363081;1
"2401";"AGAP007212";"2L";44362765;44366980;-1
"2402";"AGAP007213";"2L";44367385;44367839;1
"2403";"AGAP007214";"2L";44367893;44369257;-1
"2404";"AGAP007215";"2L";44369741;44371801;-1
"2405";"AGAP007216";"2L";44372106;44376380;-1
"2406";"AGAP007217";"2L";44379193;44381232;1
"2407";"AGAP007218";"2L";44381398;44383519;1
"2408";"AGAP007219";"2L";44383538;44384474;-1
"2409";"AGAP007220";"2L";44384829;44389094;1
"2410";"AGAP007221";"2L";44391214;44398585;1
"2411";"AGAP007223";"2L";44408537;44408800;1
"2412";"AGAP007224";"2L";44409733;44410056;-1
"2413";"AGAP007225";"2L";44410493;44410744;-1
"2414";"AGAP007226";"2L";44412534;44412731;-1
"2415";"AGAP007227";"2L";44413209;44413406;-1
"2416";"AGAP007228";"2L";44413898;44414305;-1
"2417";"AGAP007229";"2L";44415630;44415902;-1
"2418";"AGAP007230";"2L";44416174;44416437;-1
"2419";"AGAP007231";"2L";44418169;44418366;-1
"2420";"AGAP007232";"2L";44420311;44420565;-1
"2421";"AGAP007233";"2L";44421401;44421682;1
"2422";"AGAP007234";"2L";44422950;44423201;-1
"2423";"AGAP007235";"2L";44434229;44434426;-1
"2424";"AGAP007236";"2L";44436278;44436475;-1
"2425";"AGAP013401";"2L";30505896;30507943;1
"2426";"AGAP007238";"2L";44505488;44506731;-1
"2427";"AGAP007239";"2L";44506991;44509042;1
"2428";"AGAP007240";"2L";44509304;44510154;-1
"2429";"AGAP007241";"2L";44511157;44512706;1
"2430";"AGAP007242";"2L";44511854;44515421;-1
"2431";"AGAP007243";"2L";44515927;44517239;-1
"2432";"AGAP007244";"2L";44517438;44519115;-1
"2433";"AGAP007245";"2L";44519402;44519897;1
"2434";"AGAP007246";"2L";44520107;44520752;-1
"2435";"AGAP007247";"2L";44523757;44628840;1
"2436";"AGAP007248";"2L";44577826;44610983;1
"2437";"AGAP007249";"2L";44638197;44642288;-1
"2438";"AGAP007250";"2L";44647173;44657449;-1
"2439";"AGAP007251";"2L";44659094;44660035;-1
"2440";"AGAP007252";"2L";44661593;44662510;1
"2441";"AGAP007253";"2L";44666102;44672068;-1
"2442";"AGAP007254";"2L";44696931;44698576;-1
"2443";"AGAP007255";"2L";44703554;44704638;1
"2444";"AGAP007256";"2L";44718290;44725290;1
"2445";"AGAP007257";"2L";44735553;44752119;-1
"2446";"AGAP007258";"2L";44757513;44761001;-1
"2447";"AGAP007259";"2L";44761401;44763383;1
"2448";"AGAP007262";"2L";44765598;44766548;-1
"2449";"AGAP007263";"2L";44768147;44769808;1
"2450";"AGAP007264";"2L";44772289;44773739;-1
"2451";"AGAP007265";"2L";44774287;44775389;1
"2452";"AGAP007266";"2L";44778010;44778989;-1
"2453";"AGAP007269";"2L";44801195;44802739;1
"2454";"AGAP007270";"2L";44803560;44805176;-1
"2455";"AGAP007271";"2L";44815636;44817267;1
"2456";"AGAP007272";"2L";44823970;44825663;-1
"2457";"AGAP007273";"2L";44826261;44827952;-1
