"ensembl_gene_id";"agambiae_eg_gene"
"ASTE010522";"AGAP005088"
"ASTE010530";"AGAP005322"
"ASTE010532";"AGAP005320"
"ASTE010521";"AGAP005082"
"ASTE010531";"AGAP005321"
"ASTE015166";"AGAP005314"
"ASTE015914";"AGAP010933"
"ASTE009439";"AGAP009849"
"ASTE009446";"AGAP009841"
"ASTE009440";"AGAP009848"
"ASTE009445";"AGAP009843"
"ASTE009447";"AGAP009840"
"ASTE009449";"AGAP009838"
"ASTE009442";"AGAP009846"
"ASTE009444";"AGAP009844"
"ASTE009452";"AGAP009834"
"ASTE009453";"AGAP009832"
"ASTE009457";"AGAP009829"
"ASTE009456";"AGAP009830"
"ASTE009435";"AGAP009853"
"ASTE015934";"AGAP005518"
"ASTE009436";"AGAP009852"
"ASTE009450";"AGAP009837"
"ASTE009441";"AGAP009847"
"ASTE009451";"AGAP009835"
"ASTE009438";"AGAP009850"
"ASTE009437";"AGAP009851"
"ASTE009448";"AGAP009839"
"ASTE009454";"AGAP009831"
"ASTE009432";"AGAP009858"
"ASTE015944";"AGAP007756"
"ASTE010689";"AGAP005421"
"ASTE010700";"AGAP005432"
"ASTE010687";"AGAP005419"
"ASTE010696";"AGAP005428"
"ASTE010698";"AGAP005430"
"ASTE010695";"AGAP005427"
"ASTE010697";"AGAP005429"
"ASTE010699";"AGAP005431"
"ASTE010686";"AGAP005418"
"ASTE010688";"AGAP005420"
"ASTE010690";"AGAP005422"
"ASTE010705";"AGAP005435"
"ASTE010707";"AGAP005438"
"ASTE010706";"AGAP005437"
"ASTE010710";"AGAP005447"
"ASTE010716";"AGAP005450"
"ASTE010730";"AGAP005463"
"ASTE010728";"AGAP005461"
"ASTE010717";"AGAP005451"
"ASTE010723";"AGAP005456"
"ASTE010729";"AGAP005462"
"ASTE010732";"AGAP005464"
"ASTE010693";"AGAP013197"
"ASTE010701";"AGAP005433"
"ASTE010692";"AGAP005424"
"ASTE010704";"AGAP028445"
"ASTE010703";"AGAP028445"
"ASTE010711";"AGAP005448"
"ASTE010724";"AGAP005458"
"ASTE010724";"AGAP005457"
"ASTE010722";"AGAP005455"
"ASTE010702";"AGAP005434"
"ASTE010691";"AGAP005423"
"ASTE010685";"AGAP005417"
"ASTE010708";"AGAP005440"
"ASTE010709";"AGAP005445"
"ASTE010726";"AGAP005459"
"ASTE010727";"AGAP005460"
"ASTE010718";"AGAP005453"
"ASTE010718";"AGAP005454"
"ASTE010720";"AGAP005453"
"ASTE010720";"AGAP005454"
"ASTE010719";"AGAP005453"
"ASTE010719";"AGAP005454"
"ASTE010721";"AGAP005453"
"ASTE010721";"AGAP005454"
"ASTE010694";"AGAP005425"
"ASTE007003";"AGAP005838"
"ASTE007013";"AGAP005847"
"ASTE007010";"AGAP005844"
"ASTE007015";"AGAP005849"
"ASTE007005";"AGAP005839"
"ASTE007000";"AGAP005832"
"ASTE007001";"AGAP005833"
"ASTE007004";"AGAP005839"
"ASTE007014";"AGAP005848"
"ASTE007012";"AGAP005846"
"ASTE007008";"AGAP005842"
"ASTE006999";"AGAP005831"
"ASTE007002";"AGAP005835"
"ASTE007002";"AGAP005837"
"ASTE007002";"AGAP005836"
"ASTE007006";"AGAP005840"
"ASTE007009";"AGAP005843"
"ASTE007007";"AGAP028606"
"ASTE007011";"AGAP005845"
"ASTE010603";"AGAP001925"
"ASTE010604";"AGAP001925"
"ASTE010609";"AGAP001933"
"ASTE010606";"AGAP001929"
"ASTE010610";"AGAP001934"
"ASTE010605";"AGAP001928"
"ASTE010607";"AGAP001930"
"ASTE007930";"AGAP010135"
"ASTE007944";"AGAP010150"
"ASTE007958";"AGAP010167"
"ASTE007955";"AGAP010163"
"ASTE007935";"AGAP010139"
"ASTE007929";"AGAP010134"
"ASTE007937";"AGAP012747"
"ASTE007937";"AGAP010141"
"ASTE007940";"AGAP010145"
"ASTE007939";"AGAP010143"
"ASTE007948";"AGAP013762"
"ASTE007948";"AGAP013739"
"ASTE007943";"AGAP010149"
"ASTE007942";"AGAP010147"
"ASTE007945";"AGAP010151"
"ASTE007947";"AGAP010155"
"ASTE007949";"AGAP010157"
"ASTE007952";"AGAP010160"
"ASTE007956";"AGAP010164"
"ASTE007957";"AGAP010165"
"ASTE007936";"AGAP012582"
"ASTE007936";"AGAP010140"
"ASTE007938";"AGAP010142"
"ASTE007931";"AGAP010137"
"ASTE007931";"AGAP010136"
"ASTE007941";"AGAP010146"
"ASTE007946";"AGAP010152"
"ASTE007951";"AGAP010158"
"ASTE007960";"AGAP028032"
"ASTE007960";"AGAP012581"
"ASTE007960";"AGAP010169"
"ASTE007961";"AGAP028032"
"ASTE007961";"AGAP012581"
"ASTE007961";"AGAP010169"
"ASTE007959";"AGAP010168"
"ASTE007954";"AGAP010162"
"ASTE010217";"AGAP010833"
"ASTE010221";"AGAP010824"
"ASTE010219";"AGAP010826"
"ASTE010219";"AGAP010827"
"ASTE010219";"AGAP010828"
"ASTE010219";"AGAP010829"
"ASTE010224";"AGAP010821"
"ASTE010226";"AGAP010817"
"ASTE010223";"AGAP010823"
"ASTE010223";"AGAP012693"
"ASTE010227";"AGAP010830"
"ASTE010227";"AGAP010832"
"ASTE010227";"AGAP010818"
"ASTE010227";"AGAP010831"
"ASTE010227";"AGAP010815"
"ASTE010227";"AGAP010819"
"ASTE010227";"AGAP010814"
"ASTE010230";"AGAP005991"
"ASTE015136";"AGAP010820"
"ASTE007680";"AGAP010011"
"ASTE007672";"AGAP010004"
"ASTE007672";"AGAP012644"
"ASTE007674";"AGAP010005"
"ASTE007664";"AGAP009994"
"ASTE007661";"AGAP009991"
"ASTE007662";"AGAP009992"
"ASTE007663";"AGAP009993"
"ASTE007665";"AGAP009995"
"ASTE007667";"AGAP012798"
"ASTE007667";"AGAP009998"
"ASTE007669";"AGAP010000"
"ASTE007666";"AGAP009997"
"ASTE007670";"AGAP010001"
"ASTE007668";"AGAP009999"
"ASTE007671";"AGAP010003"
"ASTE007682";"AGAP010013"
"ASTE007676";"AGAP010007"
"ASTE007683";"AGAP010012"
"ASTE007677";"AGAP010008"
"ASTE007679";"AGAP010010"
"ASTE007687";"AGAP010018"
"ASTE007687";"AGAP012743"
"ASTE007689";"AGAP010020"
"ASTE007688";"AGAP010019"
"ASTE007675";"AGAP010006"
"ASTE007678";"AGAP010009"
"ASTE007685";"AGAP010016"
"ASTE007686";"AGAP010017"
"ASTE007684";"AGAP010014"
"ASTE002660";"AGAP007857"
"ASTE002679";"AGAP007841"
"ASTE002661";"AGAP007857"
"ASTE002659";"AGAP007859"
"ASTE002659";"AGAP007856"
"ASTE002668";"AGAP013726"
"ASTE002666";"AGAP013775"
"ASTE002667";"AGAP007852"
"ASTE002678";"AGAP007843"
"ASTE002672";"AGAP007847"
"ASTE002665";"AGAP007853"
"ASTE002670";"AGAP007849"
"ASTE002676";"AGAP007845"
"ASTE002674";"AGAP007846"
"ASTE002677";"AGAP007844"
"ASTE002673";"AGAP013759"
"ASTE003401";"AGAP008092"
"ASTE003402";"AGAP008091"
"ASTE003413";"AGAP008080"
"ASTE003406";"AGAP008088"
"ASTE003408";"AGAP008085"
"ASTE003404";"AGAP008090"
"ASTE003405";"AGAP008089"
"ASTE003407";"AGAP008087"
"ASTE003409";"AGAP008084"
"ASTE003412";"AGAP008081"
"ASTE003414";"AGAP008078"
"ASTE003410";"AGAP008083"
"ASTE003411";"AGAP008082"
"ASTE003399";"AGAP008093"
"ASTE004185";"AGAP002872"
"ASTE004182";"AGAP002875"
"ASTE004239";"AGAP002098"
"ASTE004255";"AGAP003207"
"ASTE004256";"AGAP003208"
"ASTE004197";"AGAP002846"
"ASTE004198";"AGAP002845"
"ASTE004201";"AGAP002841"
"ASTE004208";"AGAP002831"
"ASTE004183";"AGAP002874"
"ASTE004190";"AGAP002859"
"ASTE004204";"AGAP002837"
"ASTE004228";"AGAP002108"
"ASTE004186";"AGAP000586"
"ASTE004237";"AGAP002099"
"ASTE004235";"AGAP002101"
"ASTE004238";"AGAP002988"
"ASTE004240";"AGAP002097"
"ASTE004241";"AGAP002095"
"ASTE015891";"AGAP007480"
"ASTE004243";"AGAP002094"
"ASTE004244";"AGAP002093"
"ASTE004246";"AGAP002091"
"ASTE004249";"AGAP002088"
"ASTE004251";"AGAP013167"
"ASTE004252";"AGAP002084"
"ASTE004253";"AGAP003204"
"ASTE004254";"AGAP003206"
"ASTE004258";"AGAP003211"
"ASTE004257";"AGAP003209"
"ASTE004262";"AGAP002790"
"ASTE004194";"AGAP002852"
"ASTE004195";"AGAP002851"
"ASTE004193";"AGAP002853"
"ASTE004196";"AGAP002850"
"ASTE004200";"AGAP002842"
"ASTE004203";"AGAP013054"
"ASTE004206";"AGAP002832"
"ASTE004205";"AGAP002836"
"ASTE015855";"AGAP012196"
"ASTE004209";"AGAP013130"
"ASTE004212";"AGAP002826"
"ASTE004210";"AGAP002830"
"ASTE004211";"AGAP002829"
"ASTE004215";"AGAP002825"
"ASTE004220";"AGAP002115"
"ASTE004229";"AGAP002106"
"ASTE004223";"AGAP002113"
"ASTE004226";"AGAP002110"
"ASTE004225";"AGAP002111"
"ASTE004222";"AGAP002114"
"ASTE004184";"AGAP013069"
"ASTE004236";"AGAP002100"
"ASTE004247";"AGAP002090"
"ASTE004242";"AGAP013535"
"ASTE004245";"AGAP002092"
"ASTE004248";"AGAP002089"
"ASTE004250";"AGAP002086"
"ASTE004259";"AGAP002788"
"ASTE004260";"AGAP010618"
"ASTE004263";"AGAP002791"
"ASTE004192";"AGAP002854"
"ASTE004191";"AGAP002858"
"ASTE004202";"AGAP013351"
"ASTE004218";"AGAP002116"
"ASTE004217";"AGAP002117"
"ASTE004219";"AGAP002115"
"ASTE004224";"AGAP002112"
"ASTE004227";"AGAP002109"
"ASTE004230";"AGAP002105"
"ASTE004231";"AGAP002104"
"ASTE014473";"AGAP002087"
"ASTE001481";"AGAP009205"
"ASTE001492";"AGAP009190"
"ASTE001495";"AGAP009185"
"ASTE001474";"AGAP009213"
"ASTE001469";"AGAP009225"
"ASTE001467";"AGAP009227"
"ASTE001470";"AGAP009224"
"ASTE001475";"AGAP009212"
"ASTE001476";"AGAP009211"
"ASTE001472";"AGAP009221"
"ASTE001479";"AGAP009209"
"ASTE001482";"AGAP009204"
"ASTE001480";"AGAP009207"
"ASTE001494";"AGAP009188"
"ASTE001489";"AGAP009198"
"ASTE001493";"AGAP009189"
"ASTE001484";"AGAP009202"
"ASTE001468";"AGAP009226"
"ASTE001466";"AGAP009228"
"ASTE001471";"AGAP009222"
"ASTE001473";"AGAP011325"
"ASTE001473";"AGAP009215"
"ASTE001473";"AGAP009214"
"ASTE001477";"AGAP009210"
"ASTE001486";"AGAP009200"
"ASTE015904";"AGAP008209"
"ASTE001483";"AGAP009203"
"ASTE001485";"AGAP009201"
"ASTE007434";"AGAP003292"
"ASTE007435";"AGAP013135"
"ASTE007439";"AGAP003287"
"ASTE007425";"AGAP003304"
"ASTE007427";"AGAP003303"
"ASTE007428";"AGAP003302"
"ASTE007429";"AGAP003301"
"ASTE007430";"AGAP003300"
"ASTE007433";"AGAP003293"
"ASTE007431";"AGAP003296"
"ASTE007436";"AGAP003290"
"ASTE007438";"AGAP003289"
"ASTE007432";"AGAP003294"
"ASTE007440";"AGAP012769"
"ASTE007440";"AGAP003285"
"ASTE002047";"AGAP002995"
"ASTE002065";"AGAP002129"
"ASTE002066";"AGAP002128"
"ASTE002081";"AGAP002819"
"ASTE002073";"AGAP002121"
"ASTE002077";"AGAP002118"
"ASTE002078";"AGAP002823"
"ASTE002044";"AGAP012596"
"ASTE002044";"AGAP013119"
"ASTE002050";"AGAP002993"
"ASTE002060";"AGAP002982"
"ASTE002064";"AGAP002131"
"ASTE002079";"AGAP002822"
"ASTE002048";"AGAP002994"
"ASTE002045";"AGAP002997"
"ASTE002051";"AGAP002992"
"ASTE002053";"AGAP002990"
"ASTE002054";"AGAP002989"
"ASTE002057";"AGAP002985"
"ASTE002067";"AGAP002127"
"ASTE002068";"AGAP002126"
"ASTE002058";"AGAP012955"
"ASTE002070";"AGAP002124"
"ASTE002061";"AGAP013499"
"ASTE002072";"AGAP002122"
"ASTE002080";"AGAP002820"
"ASTE002082";"AGAP002817"
"ASTE002071";"AGAP002123"
"ASTE002084";"AGAP002815"
"ASTE002074";"AGAP002120"
"ASTE002046";"AGAP002996"
"ASTE002052";"AGAP002991"
"ASTE002069";"AGAP002125"
"ASTE015941";"AGAP008219"
"ASTE002063";"AGAP002132"
"ASTE002059";"AGAP002983"
"ASTE002062";"AGAP002981"
"ASTE002056";"AGAP002986"
"ASTE002083";"AGAP002816"
"ASTE002076";"AGAP002119"
"ASTE007207";"AGAP002171"
"ASTE007198";"AGAP002162"
"ASTE007199";"AGAP002162"
"ASTE007201";"AGAP002163"
"ASTE007200";"AGAP002164"
"ASTE007202";"AGAP002165"
"ASTE007216";"AGAP002178"
"ASTE007204";"AGAP002167"
"ASTE007212";"AGAP002175"
"ASTE007213";"AGAP002176"
"ASTE007214";"AGAP002177"
"ASTE007205";"AGAP002168"
"ASTE007206";"AGAP002170"
"ASTE007211";"AGAP002174"
"ASTE007209";"AGAP002172"
"ASTE007210";"AGAP002173"
"ASTE007203";"AGAP002166"
"ASTE001601";"AGAP009028"
"ASTE001599";"AGAP009026"
"ASTE001607";"AGAP008804"
"ASTE001605";"AGAP008802"
"ASTE001608";"AGAP008805"
"ASTE001611";"AGAP008811"
"ASTE001609";"AGAP008806"
"ASTE001610";"AGAP008807"
"ASTE001610";"AGAP008810"
"ASTE001600";"AGAP009027"
"ASTE001602";"AGAP008800"
"ASTE001604";"AGAP008801"
"ASTE001606";"AGAP008803"
"ASTE001615";"AGAP008812"
"ASTE001615";"AGAP028100"
"ASTE001614";"AGAP008812"
"ASTE001614";"AGAP028100"
"ASTE006521";"AGAP008247"
"ASTE006521";"AGAP012476"
"ASTE006522";"AGAP012477"
"ASTE006522";"AGAP008246"
"ASTE006523";"AGAP008245"
"ASTE006523";"AGAP012478"
"ASTE006526";"AGAP008242"
"ASTE006528";"AGAP008239"
"ASTE006529";"AGAP008237"
"ASTE006532";"AGAP008234"
"ASTE006530";"AGAP008236"
"ASTE006519";"AGAP012475"
"ASTE006519";"AGAP008249"
"ASTE006524";"AGAP008244"
"ASTE006527";"AGAP008241"
"ASTE006531";"AGAP008235"
"ASTE006531";"AGAP027988"
"ASTE006533";"AGAP008233"
"ASTE001659";"AGAP012710"
"ASTE001659";"AGAP012201"
"ASTE001659";"AGAP012202"
"ASTE001659";"AGAP012894"
"ASTE001660";"AGAP012203"
"ASTE001660";"AGAP028585"
"ASTE001647";"AGAP010836"
"ASTE001650";"AGAP028502"
"ASTE001646";"AGAP010835"
"ASTE001651";"AGAP012520"
"ASTE001651";"AGAP010838"
"ASTE001654";"AGAP012193"
"ASTE001653";"AGAP010841"
"ASTE001661";"AGAP012204"
"ASTE001662";"AGAP028633"
"ASTE015930";"AGAP011467"
"ASTE001664";"AGAP012209"
"ASTE001645";"AGAP010834"
"ASTE001649";"AGAP010837"
"ASTE001655";"AGAP012194"
"ASTE001663";"AGAP012208"
"ASTE001663";"AGAP012933"
"ASTE001657";"AGAP012195"
"ASTE002558";"AGAP005902"
"ASTE002563";"AGAP005908"
"ASTE002566";"AGAP005910"
"ASTE002579";"AGAP005923"
"ASTE002568";"AGAP005911"
"ASTE002581";"AGAP005924"
"ASTE002570";"AGAP005913"
"ASTE002583";"AGAP005925"
"ASTE002572";"AGAP005915"
"ASTE002562";"AGAP005906"
"ASTE002550";"AGAP005895"
"ASTE002551";"AGAP005896"
"ASTE002556";"AGAP005898"
"ASTE002554";"AGAP005899"
"ASTE002557";"AGAP005901"
"ASTE002559";"AGAP005903"
"ASTE002561";"AGAP005905"
"ASTE002573";"AGAP005916"
"ASTE002565";"AGAP005909"
"ASTE002560";"AGAP005904"
"ASTE002578";"AGAP005922"
"ASTE002571";"AGAP005914"
"ASTE002576";"AGAP005919"
"ASTE002577";"AGAP005920"
"ASTE002552";"AGAP005897"
"ASTE002569";"AGAP005912"
"ASTE002574";"AGAP005917"
"ASTE002580";"AGAP005924"
"ASTE002575";"AGAP005918"
"ASTE000206";"AGAP028414"
"ASTE000207";"AGAP011482"
"ASTE000212";"AGAP011488"
"ASTE000219";"AGAP011495"
"ASTE000225";"AGAP011502"
"ASTE000209";"AGAP011485"
"ASTE000213";"AGAP011489"
"ASTE000217";"AGAP011493"
"ASTE000218";"AGAP011496"
"ASTE000214";"AGAP011490"
"ASTE000216";"AGAP011492"
"ASTE000220";"AGAP011497"
"ASTE000228";"AGAP011504"
"ASTE000224";"AGAP011501"
"ASTE000226";"AGAP011503"
"ASTE000208";"AGAP011483"
"ASTE000211";"AGAP011487"
"ASTE000215";"AGAP011491"
"ASTE000221";"AGAP011499"
"ASTE000221";"AGAP011498"
"ASTE000222";"AGAP011500"
"ASTE008869";"AGAP001371"
"ASTE008871";"AGAP001373"
"ASTE008893";"AGAP001397"
"ASTE008896";"AGAP001401"
"ASTE008895";"AGAP001400"
"ASTE008888";"AGAP001390"
"ASTE008889";"AGAP001391"
"ASTE008890";"AGAP001394"
"ASTE008892";"AGAP001396"
"ASTE008894";"AGAP001399"
"ASTE008878";"AGAP001380"
"ASTE008880";"AGAP001382"
"ASTE008877";"AGAP001379"
"ASTE008883";"AGAP001386"
"ASTE008884";"AGAP001387"
"ASTE008887";"AGAP001389"
"ASTE008868";"AGAP001370"
"ASTE008891";"AGAP001395"
"ASTE008885";"AGAP001388"
"ASTE008872";"AGAP001374"
"ASTE008879";"AGAP001381"
"ASTE008886";"AGAP001389"
"ASTE008881";"AGAP013112"
"ASTE008870";"AGAP001372"
"ASTE008342";"AGAP007042"
"ASTE008343";"AGAP007043"
"ASTE008344";"AGAP007044"
"ASTE008345";"AGAP007045"
"ASTE008349";"AGAP007049"
"ASTE008354";"AGAP007054"
"ASTE008353";"AGAP007053"
"ASTE008355";"AGAP007056"
"ASTE008350";"AGAP007051"
"ASTE008360";"AGAP007063"
"ASTE008361";"AGAP007064"
"ASTE008278";"AGAP006662"
"ASTE008280";"AGAP006116"
"ASTE008275";"AGAP006659"
"ASTE008277";"AGAP006661"
"ASTE008279";"AGAP028452"
"ASTE008283";"AGAP006964"
"ASTE008284";"AGAP006963"
"ASTE008293";"AGAP006952"
"ASTE008294";"AGAP006950"
"ASTE008298";"AGAP006946"
"ASTE008300";"AGAP006943"
"ASTE008285";"AGAP006962"
"ASTE008286";"AGAP006960"
"ASTE008297";"AGAP006947"
"ASTE008290";"AGAP006955"
"ASTE008292";"AGAP006953"
"ASTE008295";"AGAP006949"
"ASTE008296";"AGAP006948"
"ASTE008315";"AGAP006927"
"ASTE008315";"AGAP006928"
"ASTE008315";"AGAP006929"
"ASTE008316";"AGAP006926"
"ASTE008309";"AGAP006934"
"ASTE008311";"AGAP006932"
"ASTE008301";"AGAP006942"
"ASTE008307";"AGAP006936"
"ASTE008306";"AGAP006938"
"ASTE008305";"AGAP006939"
"ASTE008329";"AGAP007029"
"ASTE008320";"AGAP007019"
"ASTE008323";"AGAP007021"
"ASTE008325";"AGAP007025"
"ASTE008322";"AGAP007022"
"ASTE008326";"AGAP007026"
"ASTE008327";"AGAP007027"
"ASTE008318";"AGAP007017"
"ASTE008338";"AGAP007039"
"ASTE008336";"AGAP007037"
"ASTE008352";"AGAP007052"
"ASTE008356";"AGAP007057"
"ASTE008359";"AGAP007061"
"ASTE008362";"AGAP007065"
"ASTE008358";"AGAP007058"
"ASTE008273";"AGAP006657"
"ASTE008281";"AGAP006967"
"ASTE008291";"AGAP006954"
"ASTE008314";"AGAP006927"
"ASTE008314";"AGAP006928"
"ASTE008314";"AGAP006929"
"ASTE008302";"AGAP006941"
"ASTE008308";"AGAP006935"
"ASTE008313";"AGAP006930"
"ASTE008310";"AGAP006933"
"ASTE008319";"AGAP007018"
"ASTE008324";"AGAP007023"
"ASTE008334";"AGAP007032"
"ASTE008339";"AGAP007038"
"ASTE008274";"AGAP006658"
"ASTE008282";"AGAP006965"
"ASTE008287";"AGAP006959"
"ASTE008287";"AGAP006961"
"ASTE008287";"AGAP006958"
"ASTE008299";"AGAP006945"
"ASTE008289";"AGAP006956"
"ASTE008303";"AGAP006940"
"ASTE008312";"AGAP006931"
"ASTE008328";"AGAP007028"
"ASTE008321";"AGAP007020"
"ASTE008330";"AGAP007031"
"ASTE008341";"AGAP007041"
"ASTE008340";"AGAP007040"
"ASTE008348";"AGAP007048"
"ASTE008276";"AGAP006660"
"ASTE008317";"AGAP006925"
"ASTE003823";"AGAP011373"
"ASTE003826";"AGAP011377"
"ASTE003827";"AGAP011378"
"ASTE003825";"AGAP011375"
"ASTE003824";"AGAP011374"
"ASTE006559";"AGAP009802"
"ASTE015942";"AGAP008217"
"ASTE015942";"AGAP008218"
"ASTE006550";"AGAP009810"
"ASTE006552";"AGAP009809"
"ASTE006561";"AGAP009801"
"ASTE006569";"AGAP009797"
"ASTE006536";"AGAP009825"
"ASTE006534";"AGAP009827"
"ASTE006537";"AGAP009824"
"ASTE006543";"AGAP009818"
"ASTE006544";"AGAP009816"
"ASTE006546";"AGAP010618"
"ASTE006545";"AGAP009815"
"ASTE006547";"AGAP028647"
"ASTE006540";"AGAP009822"
"ASTE006541";"AGAP009821"
"ASTE006553";"AGAP009808"
"ASTE006555";"AGAP009806"
"ASTE006548";"AGAP009812"
"ASTE006549";"AGAP009811"
"ASTE006554";"AGAP009807"
"ASTE006562";"AGAP009800"
"ASTE006568";"AGAP009798"
"ASTE006535";"AGAP009826"
"ASTE006539";"AGAP009823"
"ASTE006542";"AGAP009819"
"ASTE015917";"AGAP009720"
"ASTE015917";"AGAP009706"
"ASTE015917";"AGAP009707"
"ASTE015917";"AGAP009718"
"ASTE015917";"AGAP009705"
"ASTE015917";"AGAP009719"
"ASTE006556";"AGAP009805"
"ASTE006567";"AGAP009799"
"ASTE000945";"AGAP011083"
"ASTE000950";"AGAP011087"
"ASTE000933";"AGAP011066"
"ASTE000933";"AGAP011068"
"ASTE000934";"AGAP012664"
"ASTE000934";"AGAP011069"
"ASTE000941";"AGAP011078"
"ASTE000940";"AGAP011077"
"ASTE000942";"AGAP011079"
"ASTE000932";"AGAP011065"
"ASTE000932";"AGAP011067"
"ASTE000949";"AGAP028510"
"ASTE000943";"AGAP011081"
"ASTE000946";"AGAP011084"
"ASTE000951";"AGAP011089"
"ASTE000951";"AGAP011088"
"ASTE000951";"AGAP011090"
"ASTE000952";"AGAP011092"
"ASTE000947";"AGAP011085"
"ASTE000948";"AGAP011086"
"ASTE000930";"AGAP009136"
"ASTE015933";"AGAP011515"
"ASTE000937";"AGAP011072"
"ASTE000937";"AGAP011073"
"ASTE000937";"AGAP011071"
"ASTE000938";"AGAP028689"
"ASTE000939";"AGAP028690"
"ASTE000953";"AGAP011093"
"ASTE000944";"AGAP011082"
"ASTE007048";"AGAP003453"
"ASTE007055";"AGAP003231"
"ASTE007077";"AGAP002783"
"ASTE007069";"AGAP003216"
"ASTE007069";"AGAP003215"
"ASTE007074";"AGAP013343"
"ASTE007086";"AGAP002777"
"ASTE007065";"AGAP003219"
"ASTE007052";"AGAP003442"
"ASTE007052";"AGAP003444"
"ASTE007046";"AGAP003454"
"ASTE007049";"AGAP003449"
"ASTE007050";"AGAP003446"
"ASTE007051";"AGAP003445"
"ASTE007045";"AGAP003457"
"ASTE007047";"AGAP013293"
"ASTE007056";"AGAP003230"
"ASTE007064";"AGAP003220"
"ASTE007066";"AGAP003218"
"ASTE007058";"AGAP003228"
"ASTE007053";"AGAP003441"
"ASTE007061";"AGAP003225"
"ASTE007063";"AGAP003221"
"ASTE007057";"AGAP003229"
"ASTE007059";"AGAP003227"
"ASTE007067";"AGAP003217"
"ASTE007062";"AGAP012820"
"ASTE007071";"AGAP003213"
"ASTE007070";"AGAP003214"
"ASTE007081";"AGAP002780"
"ASTE007085";"AGAP013266"
"ASTE007080";"AGAP002781"
"ASTE007082";"AGAP002779"
"ASTE007084";"AGAP002778"
"ASTE007087";"AGAP002773"
"ASTE007060";"AGAP003226"
"ASTE007072";"AGAP002787"
"ASTE007073";"AGAP013426"
"ASTE007076";"AGAP002784"
"ASTE007079";"AGAP013378"
"ASTE007079";"AGAP013010"
"ASTE007078";"AGAP002782"
"ASTE001219";"AGAP005850"
"ASTE001221";"AGAP005852"
"ASTE001230";"AGAP005862"
"ASTE001232";"AGAP028396"
"ASTE001236";"AGAP005784"
"ASTE001225";"AGAP005857"
"ASTE001252";"AGAP007085"
"ASTE001251";"AGAP007084"
"ASTE001235";"AGAP005785"
"ASTE001237";"AGAP005783"
"ASTE001242";"AGAP007070"
"ASTE001242";"AGAP007069"
"ASTE001220";"AGAP005851"
"ASTE001233";"AGAP005787"
"ASTE001229";"AGAP005861"
"ASTE001223";"AGAP028450"
"ASTE001224";"AGAP005856"
"ASTE001226";"AGAP005858"
"ASTE001222";"AGAP005853"
"ASTE001228";"AGAP005860"
"ASTE001238";"AGAP005782"
"ASTE001243";"AGAP012821"
"ASTE001249";"AGAP007082"
"ASTE001246";"AGAP007080"
"ASTE001234";"AGAP005786"
"ASTE001227";"AGAP005859"
"ASTE001239";"AGAP005781"
"ASTE001240";"AGAP005780"
"ASTE001241";"AGAP005779"
"ASTE001248";"AGAP007081"
"ASTE001250";"AGAP007083"
"ASTE007572";"AGAP009701"
"ASTE007574";"AGAP028171"
"ASTE007574";"AGAP028652"
"ASTE007574";"AGAP000133"
"ASTE007571";"AGAP009702"
"ASTE007573";"AGAP009700"
"ASTE007566";"AGAP009717"
"ASTE007566";"AGAP009723"
"ASTE007566";"AGAP009715"
"ASTE007566";"AGAP028644"
"ASTE007566";"AGAP009711"
"ASTE007566";"AGAP009716"
"ASTE007565";"AGAP009710"
"ASTE007568";"AGAP009709"
"ASTE007570";"AGAP009703"
"ASTE007575";"AGAP009003"
"ASTE007577";"AGAP009002"
"ASTE001440";"AGAP003154"
"ASTE001442";"AGAP003156"
"ASTE001448";"AGAP002332"
"ASTE001437";"AGAP013365"
"ASTE001438";"AGAP003151"
"ASTE001453";"AGAP002328"
"ASTE001459";"AGAP002324"
"ASTE001443";"AGAP003157"
"ASTE001450";"AGAP002329"
"ASTE001439";"AGAP003153"
"ASTE001449";"AGAP002331"
"ASTE001441";"AGAP003155"
"ASTE001444";"AGAP002335"
"ASTE001454";"AGAP012947"
"ASTE001452";"AGAP002327"
"ASTE001458";"AGAP002325"
"ASTE001460";"AGAP002323"
"ASTE001462";"AGAP002322"
"ASTE001447";"AGAP002333"
"ASTE001445";"AGAP002334"
"ASTE001455";"AGAP002326"
"ASTE008560";"AGAP011614"
"ASTE008562";"AGAP011613"
"ASTE008564";"AGAP011610"
"ASTE008563";"AGAP011611"
"ASTE008565";"AGAP011609"
"ASTE014971";"AGAP011615"
"ASTE000234";"AGAP012326"
"ASTE000235";"AGAP028546"
"ASTE000236";"AGAP012328"
"ASTE007916";"AGAP002972"
"ASTE007919";"AGAP002972"
"ASTE007918";"AGAP002972"
"ASTE007911";"AGAP002968"
"ASTE007912";"AGAP002969"
"ASTE007909";"AGAP002966"
"ASTE007910";"AGAP002967"
"ASTE007913";"AGAP002970"
"ASTE007917";"AGAP013509"
"ASTE007920";"AGAP002973"
"ASTE007923";"AGAP002977"
"ASTE007927";"AGAP002133"
"ASTE007924";"AGAP002976"
"ASTE007926";"AGAP002980"
"ASTE007914";"AGAP002971"
"ASTE007908";"AGAP013301"
"ASTE007922";"AGAP002974"
"ASTE007921";"AGAP013216"
"ASTE007925";"AGAP002979"
"ASTE007928";"AGAP002134"
"ASTE002907";"AGAP004353"
"ASTE002831";"AGAP004621"
"ASTE002910";"AGAP004359"
"ASTE002836";"AGAP004618"
"ASTE002826";"AGAP004627"
