"";"ensembl_gene_id";"chromosome_name";"start_position";"end_position";"strand"
"2225";"ASTE003560";"KB664443";145716;151136;1
"2226";"ASTE003561";"KB664443";157269;162088;1
"2227";"ASTE003562";"KB664443";163370;167689;-1
"2228";"ASTE003563";"KB664443";172193;180871;-1
"2229";"ASTE003557";"KB664443";91151;106190;1
"2230";"ASTE003565";"KB664443";236085;236700;-1
"2231";"ASTE003568";"KB664443";387186;398628;-1
"2232";"ASTE003553";"KB664443";28704;38622;-1
"2233";"ASTE003556";"KB664443";72898;75950;-1
"2234";"ASTE003564";"KB664443";182905;185798;1
"2235";"ASTE003559";"KB664443";143084;145004;-1
"2236";"ASTE003567";"KB664443";376619;382806;-1
"2237";"ASTE014392";"KB664443";70415;72195;-1
"2238";"ASTE014393";"KB664443";162878;163275;1
"2239";"ASTE003574";"KB664444";21540;22541;1
"2240";"ASTE003583";"KB664444";108060;108452;1
"2241";"ASTE003584";"KB664444";127988;128572;1
"2242";"ASTE003585";"KB664444";136123;138989;1
"2243";"ASTE003586";"KB664444";139263;141122;-1
"2244";"ASTE003587";"KB664444";153983;154941;1
"2245";"ASTE003703";"KB664444";1609211;1609849;1
"2246";"ASTE003702";"KB664444";1607065;1608342;1
"2247";"ASTE003588";"KB664444";163132;163916;-1
"2248";"ASTE003602";"KB664444";478860;479417;-1
"2249";"ASTE003612";"KB664444";521536;522255;1
"2250";"ASTE003617";"KB664444";531398;533764;1
"2251";"ASTE003623";"KB664444";576814;578451;1
"2252";"ASTE003641";"KB664444";760375;760620;-1
"2253";"ASTE003659";"KB664444";989214;989522;1
"2254";"ASTE003577";"KB664444";57287;57852;1
"2255";"ASTE003578";"KB664444";61194;65077;1
"2256";"ASTE003579";"KB664444";65636;72204;1
"2257";"ASTE003665";"KB664444";1068055;1071334;1
"2258";"ASTE003663";"KB664444";1043643;1045337;-1
"2259";"ASTE003589";"KB664444";174757;182015;-1
"2260";"ASTE003668";"KB664444";1105116;1110448;-1
"2261";"ASTE003677";"KB664444";1266849;1273884;1
"2262";"ASTE003676";"KB664444";1264376;1264914;-1
"2263";"ASTE003701";"KB664444";1603866;1606636;1
"2264";"ASTE003699";"KB664444";1596423;1598953;-1
"2265";"ASTE003700";"KB664444";1600299;1602630;-1
"2266";"ASTE003706";"KB664444";1732260;1736649;1
"2267";"ASTE003712";"KB664444";2056247;2058953;-1
"2268";"ASTE003713";"KB664444";2076683;2080493;1
"2269";"ASTE003715";"KB664444";2107784;2110595;1
"2270";"ASTE003717";"KB664444";2112195;2113768;1
"2271";"ASTE003716";"KB664444";2110993;2120449;-1
"2272";"ASTE003720";"KB664444";2123054;2123809;-1
"2273";"ASTE003710";"KB664444";2054162;2055790;1
"2274";"ASTE003593";"KB664444";264458;266531;1
"2275";"ASTE003591";"KB664444";239991;243292;-1
"2276";"ASTE003594";"KB664444";387452;389967;1
"2277";"ASTE003605";"KB664444";483507;487574;1
"2278";"ASTE003596";"KB664444";400805;410142;-1
"2279";"ASTE003597";"KB664444";416729;418982;-1
"2280";"ASTE003599";"KB664444";421250;432125;-1
"2281";"ASTE003600";"KB664444";458174;463725;-1
"2282";"ASTE003622";"KB664444";574462;576140;-1
"2283";"ASTE003614";"KB664444";526014;527966;1
"2284";"ASTE003624";"KB664444";578891;580546;-1
"2285";"ASTE003607";"KB664444";492712;495465;1
"2286";"ASTE003616";"KB664444";529753;531075;-1
"2287";"ASTE003609";"KB664444";500511;502172;1
"2288";"ASTE003611";"KB664444";515747;520554;1
"2289";"ASTE003620";"KB664444";555870;561601;1
"2290";"ASTE003621";"KB664444";562303;565922;1
"2291";"ASTE003626";"KB664444";582953;584974;1
"2292";"ASTE003608";"KB664444";495521;500163;-1
"2293";"ASTE003631";"KB664444";681538;686911;1
"2294";"ASTE003646";"KB664444";789347;792231;1
"2295";"ASTE003633";"KB664444";692146;695901;1
"2296";"ASTE003636";"KB664444";719398;725804;1
"2297";"ASTE003651";"KB664444";872789;876331;1
"2298";"ASTE003576";"KB664444";49235;52481;1
"2299";"ASTE003575";"KB664444";29552;34273;1
"2300";"ASTE003573";"KB664444";7472;9291;-1
"2301";"ASTE003582";"KB664444";87152;87811;-1
"2302";"ASTE003681";"KB664444";1310269;1310592;1
"2303";"ASTE003580";"KB664444";75645;82742;1
"2304";"ASTE003581";"KB664444";85343;86376;1
"2305";"ASTE003692";"KB664444";1424080;1425666;1
"2306";"ASTE003664";"KB664444";1046588;1049920;1
"2307";"ASTE003698";"KB664444";1583836;1596329;1
"2308";"ASTE003705";"KB664444";1619741;1624625;1
"2309";"ASTE003704";"KB664444";1611791;1612386;1
"2310";"ASTE003660";"KB664444";992596;998409;-1
"2311";"ASTE003592";"KB664444";245391;247117;1
"2312";"ASTE003661";"KB664444";1000964;1003057;-1
"2313";"ASTE003595";"KB664444";389974;390394;1
"2314";"ASTE003662";"KB664444";1021147;1022372;-1
"2315";"ASTE003598";"KB664444";419463;420995;1
"2316";"ASTE003652";"KB664444";877234;879784;-1
"2317";"ASTE003671";"KB664444";1162065;1164991;1
"2318";"ASTE003672";"KB664444";1165019;1165339;1
"2319";"ASTE003670";"KB664444";1154626;1161844;1
"2320";"ASTE003667";"KB664444";1094422;1096314;-1
"2321";"ASTE003666";"KB664444";1078301;1099268;1
"2322";"ASTE003669";"KB664444";1111675;1116950;1
"2323";"ASTE003673";"KB664444";1197999;1205189;-1
"2324";"ASTE003674";"KB664444";1233328;1248383;-1
"2325";"ASTE003675";"KB664444";1253249;1258849;1
"2326";"ASTE003678";"KB664444";1294272;1299258;-1
"2327";"ASTE003680";"KB664444";1304988;1308747;-1
"2328";"ASTE003682";"KB664444";1320150;1326738;-1
"2329";"ASTE003686";"KB664444";1338892;1340088;-1
"2330";"ASTE003679";"KB664444";1302903;1303887;1
"2331";"ASTE003688";"KB664444";1363683;1365950;-1
"2332";"ASTE003689";"KB664444";1368721;1372159;-1
"2333";"ASTE003683";"KB664444";1329569;1330386;1
"2334";"ASTE003685";"KB664444";1337525;1338736;1
"2335";"ASTE003684";"KB664444";1333385;1337473;1
"2336";"ASTE003687";"KB664444";1340963;1343290;1
"2337";"ASTE003691";"KB664444";1409392;1422333;1
"2338";"ASTE003694";"KB664444";1434860;1460541;1
"2339";"ASTE003690";"KB664444";1402896;1404321;-1
"2340";"ASTE003693";"KB664444";1425626;1428184;-1
"2341";"ASTE003696";"KB664444";1564109;1576152;-1
"2342";"ASTE003695";"KB664444";1474092;1476640;1
"2343";"ASTE003697";"KB664444";1581140;1581758;-1
"2344";"ASTE003707";"KB664444";1868863;1874732;1
"2345";"ASTE003708";"KB664444";1953529;1953841;-1
"2346";"ASTE003709";"KB664444";1962709;1970933;-1
"2347";"ASTE003718";"KB664444";2119033;2119936;1
"2348";"ASTE003711";"KB664444";2054501;2056075;-1
"2349";"ASTE003714";"KB664444";2101384;2107098;-1
"2350";"ASTE003719";"KB664444";2121213;2122095;-1
"2351";"ASTE003721";"KB664444";2126094;2133992;-1
"2352";"ASTE003590";"KB664444";200980;209776;1
"2353";"ASTE003604";"KB664444";482032;483076;1
"2354";"ASTE003603";"KB664444";479893;481319;1
"2355";"ASTE003601";"KB664444";476390;477914;1
"2356";"ASTE003606";"KB664444";486761;492135;-1
"2357";"ASTE003618";"KB664444";533895;535374;-1
"2358";"ASTE003619";"KB664444";543009;546733;-1
"2359";"ASTE003615";"KB664444";528404;530497;1
"2360";"ASTE003625";"KB664444";581363;582404;-1
"2361";"ASTE003610";"KB664444";505364;510286;-1
"2362";"ASTE003613";"KB664444";523935;525603;-1
"2363";"ASTE003630";"KB664444";659496;671219;1
"2364";"ASTE003628";"KB664444";647618;652865;1
"2365";"ASTE003627";"KB664444";602320;606259;1
"2366";"ASTE003629";"KB664444";653715;655923;-1
"2367";"ASTE003632";"KB664444";687991;689081;-1
"2368";"ASTE003637";"KB664444";727958;730931;-1
"2369";"ASTE003638";"KB664444";732794;734841;-1
"2370";"ASTE003639";"KB664444";736754;742347;-1
"2371";"ASTE003642";"KB664444";760720;762746;-1
"2372";"ASTE003635";"KB664444";702743;706222;-1
"2373";"ASTE003644";"KB664444";770940;776828;-1
"2374";"ASTE003634";"KB664444";696476;702037;1
"2375";"ASTE003643";"KB664444";769459;771284;1
"2376";"ASTE003640";"KB664444";743381;747044;1
"2377";"ASTE003645";"KB664444";782845;786268;-1
"2378";"ASTE003647";"KB664444";792167;795278;-1
"2379";"ASTE003650";"KB664444";851109;859527;1
"2380";"ASTE003648";"KB664444";801339;802978;-1
"2381";"ASTE015957";"KB664966";757962;759736;1
"2382";"ASTE003649";"KB664444";808723;812092;-1
"2383";"ASTE003655";"KB664444";950479;956909;1
"2384";"ASTE003656";"KB664444";958031;962853;1
"2385";"ASTE003653";"KB664444";894464;914452;-1
"2386";"ASTE003654";"KB664444";927550;936815;-1
"2387";"ASTE003657";"KB664444";963348;965084;-1
"2388";"ASTE003658";"KB664444";970621;987554;-1
"2389";"ASTE014397";"KB664444";188981;189409;1
"2390";"ASTE014396";"KB664444";121897;123481;-1
"2391";"ASTE014398";"KB664444";234565;235053;1
"2392";"ASTE014399";"KB664444";238432;238853;-1
"2393";"ASTE014400";"KB664444";259352;263736;-1
"2394";"ASTE014403";"KB664444";416248;416649;1
"2395";"ASTE014401";"KB664444";395152;395643;-1
"2396";"ASTE014402";"KB664444";396594;396906;-1
"2397";"ASTE014404";"KB664444";699432;699961;-1
"2398";"ASTE014405";"KB664444";876215;876700;-1
"2399";"ASTE014406";"KB664444";949189;950436;1
"2400";"ASTE014407";"KB664444";996153;1001174;1
"2401";"ASTE014408";"KB664444";1154945;1155311;-1
"2402";"ASTE014410";"KB664444";1614888;1616302;1
"2403";"ASTE014411";"KB664444";1662511;1662951;-1
"2404";"ASTE014409";"KB664444";1603093;1603692;-1
"2405";"ASTE008531";"KB664445";57954;61640;1
"2406";"ASTE008521";"KB664445";22292;23634;-1
"2407";"ASTE008525";"KB664445";31618;33793;1
"2408";"ASTE008527";"KB664445";37444;40429;1
"2409";"ASTE008529";"KB664445";44304;45553;1
"2410";"ASTE008523";"KB664445";27608;29306;-1
"2411";"ASTE008524";"KB664445";29769;31068;-1
"2412";"ASTE008528";"KB664445";40562;43910;-1
"2413";"ASTE008530";"KB664445";45720;46861;-1
"2414";"ASTE008522";"KB664445";25631;27139;1
"2415";"ASTE008533";"KB664445";95899;97978;1
"2416";"ASTE008536";"KB664445";158780;159555;1
"2417";"ASTE008535";"KB664445";157982;158509;-1
"2418";"ASTE008540";"KB664445";206407;207813;1
"2419";"ASTE015951";"KB664466";102401;103852;1
"2420";"ASTE008551";"KB664445";388343;390103;1
"2421";"ASTE008547";"KB664445";341050;342214;1
"2422";"ASTE008549";"KB664445";385039;386963;1
"2423";"ASTE008550";"KB664445";387140;387938;-1
"2424";"ASTE008546";"KB664445";334200;335360;1
"2425";"ASTE008552";"KB664445";392800;407838;1
"2426";"ASTE008557";"KB664445";587634;589267;1
"2427";"ASTE008558";"KB664445";604447;605624;1
"2428";"ASTE008559";"KB664445";605803;606726;-1
"2429";"ASTE008526";"KB664445";33948;36946;-1
"2430";"ASTE008539";"KB664445";175185;177306;1
"2431";"ASTE008538";"KB664445";172399;174375;-1
"2432";"ASTE008541";"KB664445";208546;215069;1
"2433";"ASTE008542";"KB664445";263395;264794;1
"2434";"ASTE008543";"KB664445";266380;294278;-1
"2435";"ASTE008545";"KB664445";330504;334179;-1
"2436";"ASTE008554";"KB664445";489265;493735;-1
"2437";"ASTE008532";"KB664445";90031;91026;-1
"2438";"ASTE008534";"KB664445";109259;110266;1
"2439";"ASTE008537";"KB664445";160030;167097;1
"2440";"ASTE008544";"KB664445";307988;309916;-1
"2441";"ASTE008555";"KB664445";575875;576294;-1
"2442";"ASTE008556";"KB664445";585335;585727;-1
"2443";"ASTE008548";"KB664445";347744;351625;-1
"2444";"ASTE008553";"KB664445";431775;434341;-1
"2445";"ASTE014967";"KB664445";75385;75838;-1
"2446";"ASTE014968";"KB664445";337599;338448;1
"2447";"ASTE014969";"KB664445";344779;348336;1
"2448";"ASTE014970";"KB664445";382271;384462;-1
"2449";"ASTE008799";"KB664446";74809;79679;1
"2450";"ASTE008802";"KB664446";463000;477233;1
"2451";"ASTE008803";"KB664446";479476;482081;-1
"2452";"ASTE008801";"KB664446";390702;392200;1
"2453";"ASTE008798";"KB664446";19257;19904;-1
"2454";"ASTE008800";"KB664446";174046;174621;1
"2455";"ASTE014993";"KB664446";20087;21472;-1
"2456";"ASTE014994";"KB664446";396202;396654;1
"2457";"ASTE009598";"KB664447";98431;99289;-1
"2458";"ASTE009605";"KB664447";266744;268038;1
"2459";"ASTE009606";"KB664447";272984;274578;-1
"2460";"ASTE009616";"KB664447";388277;390223;-1
"2461";"ASTE009626";"KB664447";425278;427799;1
"2462";"ASTE009618";"KB664447";393377;394397;-1
"2463";"ASTE009617";"KB664447";390647;393340;1
"2464";"ASTE009619";"KB664447";394789;396706;1
"2465";"ASTE009620";"KB664447";396977;397950;-1
"2466";"ASTE009629";"KB664447";432112;434394;1
"2467";"ASTE009630";"KB664447";434685;436063;1
"2468";"ASTE009623";"KB664447";413191;414077;-1
"2469";"ASTE009631";"KB664447";436399;439660;1
"2470";"ASTE009632";"KB664447";457961;459216;1
"2471";"ASTE009625";"KB664447";422187;424407;-1
"2472";"ASTE009627";"KB664447";427919;429005;-1
"2473";"ASTE009609";"KB664447";306841;309125;1
"2474";"ASTE009596";"KB664447";27;2597;-1
"2475";"ASTE009602";"KB664447";155877;160097;-1
"2476";"ASTE009604";"KB664447";255784;260289;1
"2477";"ASTE009607";"KB664447";285244;292403;1
"2478";"ASTE009608";"KB664447";301377;311281;-1
"2479";"ASTE009597";"KB664447";48410;49021;-1
"2480";"ASTE009601";"KB664447";143284;145486;-1
"2481";"ASTE009603";"KB664447";201465;202340;-1
"2482";"ASTE009614";"KB664447";369527;369934;-1
"2483";"ASTE009621";"KB664447";403099;409900;1
"2484";"ASTE009622";"KB664447";409985;411016;-1
"2485";"ASTE009628";"KB664447";429358;431665;1
"2486";"ASTE009610";"KB664447";316116;317625;-1
"2487";"ASTE009612";"KB664447";349962;350873;-1
"2488";"ASTE009613";"KB664447";364171;365674;1
"2489";"ASTE009600";"KB664447";110714;118588;-1
"2490";"ASTE009599";"KB664447";104204;108485;-1
"2491";"ASTE015860";"KB665299";75748;76440;-1
"2492";"ASTE009615";"KB664447";371419;378333;-1
"2493";"ASTE009611";"KB664447";324514;330224;-1
"2494";"ASTE009624";"KB664447";416918;418291;-1
"2495";"ASTE009633";"KB664447";466909;470028;1
"2496";"ASTE015069";"KB664447";71173;73478;-1
"2497";"ASTE015070";"KB664447";218400;218807;1
"2498";"ASTE015071";"KB664447";399067;400590;-1
"2499";"ASTE010546";"KB664448";2539;4984;1
"2500";"ASTE010547";"KB664448";7774;10476;1
"2501";"ASTE010553";"KB664448";31253;34149;-1
"2502";"ASTE010548";"KB664448";19708;20821;1
"2503";"ASTE010558";"KB664448";48714;50814;-1
"2504";"ASTE010552";"KB664448";28619;31110;1
"2505";"ASTE010554";"KB664448";39289;40916;1
"2506";"ASTE010556";"KB664448";43253;45313;1
"2507";"ASTE010557";"KB664448";47773;48596;1
"2508";"ASTE010559";"KB664448";51455;58937;1
"2509";"ASTE010567";"KB664448";147585;152031;1
"2510";"ASTE010568";"KB664448";157061;168843;1
"2511";"ASTE010565";"KB664448";120418;123158;-1
"2512";"ASTE010571";"KB664448";234989;237541;-1
"2513";"ASTE010569";"KB664448";203106;213286;1
"2514";"ASTE010572";"KB664448";238701;240732;-1
"2515";"ASTE010574";"KB664448";245902;252345;-1
"2516";"ASTE010576";"KB664448";286506;293532;-1
"2517";"ASTE010578";"KB664448";312042;319810;1
"2518";"ASTE010580";"KB664448";325817;327577;1
"2519";"ASTE010584";"KB664448";346836;348210;1
"2520";"ASTE010586";"KB664448";369357;370801;1
"2521";"ASTE010581";"KB664448";327442;329451;-1
"2522";"ASTE010599";"KB664448";529486;533249;1
"2523";"ASTE010595";"KB664448";471177;477286;1
"2524";"ASTE010598";"KB664448";518557;519804;-1
"2525";"ASTE010592";"KB664448";446416;454332;1
"2526";"ASTE010600";"KB664448";533629;536719;-1
"2527";"ASTE010594";"KB664448";464953;469555;1
"2528";"ASTE010602";"KB664448";542125;548313;1
"2529";"ASTE010601";"KB664448";537089;541053;1
"2530";"ASTE010590";"KB664448";412584;413930;-1
"2531";"ASTE010593";"KB664448";460186;463546;-1
"2532";"ASTE010597";"KB664448";503832;504855;-1
"2533";"ASTE010596";"KB664448";480386;481226;-1
"2534";"ASTE010561";"KB664448";68870;74226;1
"2535";"ASTE010562";"KB664448";79588;83360;1
"2536";"ASTE010564";"KB664448";96675;104625;-1
"2537";"ASTE010573";"KB664448";240932;242809;1
"2538";"ASTE010577";"KB664448";297755;305980;1
"2539";"ASTE010585";"KB664448";352811;367758;1
"2540";"ASTE010587";"KB664448";379462;381713;1
"2541";"ASTE010591";"KB664448";426251;426866;1
"2542";"ASTE010589";"KB664448";408730;409257;-1
"2543";"ASTE010588";"KB664448";398508;405658;-1
"2544";"ASTE010555";"KB664448";41369;42606;-1
"2545";"ASTE010563";"KB664448";91454;93670;-1
"2546";"ASTE010549";"KB664448";20849;21580;-1
"2547";"ASTE010550";"KB664448";21712;21969;-1
"2548";"ASTE010551";"KB664448";22750;27139;1
"2549";"ASTE010582";"KB664448";335864;338500;-1
"2550";"ASTE010583";"KB664448";342524;343853;1
"2551";"ASTE010560";"KB664448";64253;66271;-1
"2552";"ASTE010566";"KB664448";134009;145633;-1
"2553";"ASTE010570";"KB664448";224514;229576;-1
"2554";"ASTE010575";"KB664448";255224;268902;1
"2555";"ASTE010579";"KB664448";312230;315794;-1
"2556";"ASTE015169";"KB664448";92499;92751;1
"2557";"ASTE002932";"KB664449";99077;101227;1
"2558";"ASTE002928";"KB664449";30388;33114;-1
"2559";"ASTE002930";"KB664449";60587;61672;1
"2560";"ASTE002934";"KB664449";125498;127560;1
"2561";"ASTE002936";"KB664449";197825;202925;-1
"2562";"ASTE002931";"KB664449";64012;70299;-1
"2563";"ASTE002933";"KB664449";102294;109387;-1
"2564";"ASTE002935";"KB664449";185603;188119;-1
"2565";"ASTE002937";"KB664449";272603;289911;-1
"2566";"ASTE002929";"KB664449";35509;41158;-1
"2567";"ASTE014331";"KB664449";9602;11699;-1
"2568";"ASTE003728";"KB664450";42295;43731;-1
"2569";"ASTE003736";"KB664450";277143;278852;1
"2570";"ASTE003757";"KB664450";506109;507164;1
"2571";"ASTE003751";"KB664450";482346;486021;1
"2572";"ASTE003729";"KB664450";147555;149177;-1
"2573";"ASTE003740";"KB664450";313924;330225;-1
"2574";"ASTE003754";"KB664450";499079;501748;-1
"2575";"ASTE003727";"KB664450";17871;22443;1
"2576";"ASTE003724";"KB664450";11329;13143;-1
"2577";"ASTE003725";"KB664450";13894;16097;1
"2578";"ASTE003726";"KB664450";16140;17153;-1
"2579";"ASTE003730";"KB664450";158244;159962;-1
"2580";"ASTE003737";"KB664450";280793;284557;1
"2581";"ASTE003732";"KB664450";228279;229099;1
"2582";"ASTE003733";"KB664450";245243;253561;1
"2583";"ASTE003731";"KB664450";224304;227945;-1
"2584";"ASTE003734";"KB664450";256075;264920;-1
"2585";"ASTE003738";"KB664450";287835;291639;-1
"2586";"ASTE003742";"KB664450";337038;339655;1
"2587";"ASTE003744";"KB664450";345493;347972;1
"2588";"ASTE003756";"KB664450";503556;505416;-1
"2589";"ASTE003748";"KB664450";449690;455083;1
"2590";"ASTE003752";"KB664450";486100;488235;-1
"2591";"ASTE003746";"KB664450";413887;416223;1
"2592";"ASTE003750";"KB664450";475608;476752;1
"2593";"ASTE003753";"KB664450";489892;496889;1
"2594";"ASTE003755";"KB664450";502841;503565;1
"2595";"ASTE003745";"KB664450";406722;413712;-1
"2596";"ASTE003735";"KB664450";273218;275871;1
"2597";"ASTE003743";"KB664450";339567;344924;-1
"2598";"ASTE003739";"KB664450";303414;304326;-1
"2599";"ASTE003741";"KB664450";331659;335695;-1
"2600";"ASTE003747";"KB664450";426798;435276;1
"2601";"ASTE003749";"KB664450";461852;474246;1
"2602";"ASTE014413";"KB664450";233633;233946;-1
"2603";"ASTE014414";"KB664450";301916;304495;1
"2604";"ASTE014415";"KB664450";490584;491230;-1
"2605";"ASTE011520";"KB664451";54001;54685;-1
"2606";"ASTE011533";"KB664451";155374;155903;1
"2607";"ASTE011534";"KB664451";176053;178864;1
"2608";"ASTE011541";"KB664451";225384;227106;-1
"2609";"ASTE011551";"KB664451";437945;438900;1
"2610";"ASTE011550";"KB664451";436676;436965;1
"2611";"ASTE011549";"KB664451";400625;401803;-1
"2612";"ASTE011555";"KB664451";459435;462042;1
"2613";"ASTE011523";"KB664451";86969;87924;1
"2614";"ASTE011525";"KB664451";91170;94380;1
"2615";"ASTE011521";"KB664451";64979;68604;-1
"2616";"ASTE011524";"KB664451";87898;90707;-1
"2617";"ASTE011527";"KB664451";95886;98124;1
"2618";"ASTE011532";"KB664451";142914;145834;1
"2619";"ASTE011529";"KB664451";109795;129031;-1
"2620";"ASTE011530";"KB664451";135662;138957;-1
"2621";"ASTE011531";"KB664451";140016;141742;-1
"2622";"ASTE011537";"KB664451";204069;206593;1
"2623";"ASTE011542";"KB664451";228133;231020;1
"2624";"ASTE011538";"KB664451";206525;209480;-1
"2625";"ASTE011543";"KB664451";231044;232038;-1
"2626";"ASTE011545";"KB664451";291941;294925;1
"2627";"ASTE011554";"KB664451";450821;457360;-1
"2628";"ASTE011552";"KB664451";440351;446813;-1
"2629";"ASTE011553";"KB664451";448053;450646;1
"2630";"ASTE011526";"KB664451";94603;99636;-1
"2631";"ASTE011528";"KB664451";102625;105446;-1
"2632";"ASTE011539";"KB664451";212782;222385;1
"2633";"ASTE011540";"KB664451";223878;225472;1
"2634";"ASTE011544";"KB664451";281383;285405;1
"2635";"ASTE011535";"KB664451";184420;192674;-1
"2636";"ASTE011536";"KB664451";192832;197223;-1
"2637";"ASTE011546";"KB664451";321542;331114;-1
"2638";"ASTE011556";"KB664451";462332;467276;1
"2639";"ASTE011522";"KB664451";85046;87755;-1
"2640";"ASTE011548";"KB664451";362834;368069;-1
"2641";"ASTE011547";"KB664451";341533;342774;-1
"2642";"ASTE015275";"KB664451";295061;295393;-1
"2643";"ASTE015276";"KB664451";297334;300138;-1
"2644";"ASTE015277";"KB664451";461872;462186;-1
"2645";"ASTE015280";"KB664451";515684;516017;-1
"2646";"ASTE015279";"KB664451";510166;511803;-1
"2647";"ASTE015278";"KB664451";494712;496356;-1
"2648";"ASTE015274";"KB664451";232419;234814;1
"2649";"ASTE015273";"KB664451";201192;201932;-1
"2650";"ASTE005680";"KB664452";10633;10920;-1
"2651";"ASTE005690";"KB664452";95952;97016;-1
"2652";"ASTE005687";"KB664452";90441;92163;1
"2653";"ASTE005692";"KB664452";149134;151830;1
"2654";"ASTE005686";"KB664452";89250;90661;-1
"2655";"ASTE005688";"KB664452";92604;93064;-1
"2656";"ASTE005682";"KB664452";31302;33640;-1
"2657";"ASTE005683";"KB664452";35738;37013;-1
"2658";"ASTE005681";"KB664452";26311;29009;1
"2659";"ASTE005685";"KB664452";88053;89432;1
"2660";"ASTE005693";"KB664452";155515;156354;-1
"2661";"ASTE005691";"KB664452";139666;143056;-1
"2662";"ASTE005696";"KB664452";204261;205113;-1
"2663";"ASTE005697";"KB664452";401060;401871;1
"2664";"ASTE005699";"KB664452";483685;485215;1
"2665";"ASTE005684";"KB664452";82472;83324;-1
"2666";"ASTE005689";"KB664452";93209;94995;1
"2667";"ASTE005694";"KB664452";157078;171482;1
"2668";"ASTE005695";"KB664452";171852;173043;1
"2669";"ASTE005698";"KB664452";401904;409682;-1
"2670";"ASTE014648";"KB664452";75272;75822;1
"2671";"ASTE014649";"KB664452";85153;87758;1
"2672";"ASTE014650";"KB664452";389153;389826;-1
"2673";"ASTE009638";"KB664453";70196;73573;1
"2674";"ASTE009636";"KB664453";35738;39920;1
"2675";"ASTE009634";"KB664453";15274;16140;-1
"2676";"ASTE009651";"KB664453";190008;193516;1
"2677";"ASTE009644";"KB664453";149923;152305;-1
"2678";"ASTE009648";"KB664453";177512;181225;-1
"2679";"ASTE009655";"KB664453";243667;245803;-1
"2680";"ASTE009654";"KB664453";198963;199599;-1
"2681";"ASTE009657";"KB664453";259926;263722;-1
"2682";"ASTE009667";"KB664453";388945;393859;1
"2683";"ASTE009666";"KB664453";378957;385051;1
"2684";"ASTE009659";"KB664453";270136;274828;1
"2685";"ASTE009671";"KB664453";455930;458262;1
"2686";"ASTE009673";"KB664453";466348;469309;1
"2687";"ASTE009674";"KB664453";500423;503229;1
"2688";"ASTE009676";"KB664453";508542;516220;1
"2689";"ASTE009637";"KB664453";61903;69161;1
"2690";"ASTE009635";"KB664453";33741;34998;-1
"2691";"ASTE009639";"KB664453";75859;83588;-1
"2692";"ASTE009643";"KB664453";130629;148262;1
"2693";"ASTE009647";"KB664453";176816;177146;1
"2694";"ASTE009649";"KB664453";181784;185503;-1
"2695";"ASTE009650";"KB664453";186436;188784;-1
"2696";"ASTE009640";"KB664453";85523;101296;1
"2697";"ASTE009642";"KB664453";122141;126688;1
"2698";"ASTE009653";"KB664453";198341;199858;1
"2699";"ASTE009652";"KB664453";193792;197713;-1
"2700";"ASTE009662";"KB664453";330417;332692;1
"2701";"ASTE009664";"KB664453";357669;370981;1
"2702";"ASTE009665";"KB664453";373336;378370;-1
"2703";"ASTE009658";"KB664453";265753;269033;1
"2704";"ASTE009660";"KB664453";281770;289486;1
"2705";"ASTE009661";"KB664453";290784;310469;1
"2706";"ASTE009675";"KB664453";504389;507579;-1
"2707";"ASTE009672";"KB664453";460271;464149;-1
"2708";"ASTE009678";"KB664453";524047;525637;-1
"2709";"ASTE009677";"KB664453";517536;520266;1
"2710";"ASTE009680";"KB664453";529870;531968;-1
"2711";"ASTE009679";"KB664453";524745;525240;1
"2712";"ASTE009681";"KB664453";532591;535469;1
"2713";"ASTE009668";"KB664453";396231;409961;-1
"2714";"ASTE009669";"KB664453";424898;444271;-1
"2715";"ASTE009645";"KB664453";166932;167935;1
"2716";"ASTE009641";"KB664453";115028;116717;1
"2717";"ASTE009656";"KB664453";255151;257379;-1
"2718";"ASTE009663";"KB664453";345643;347151;-1
"2719";"ASTE009646";"KB664453";169477;173187;-1
"2720";"ASTE009682";"KB664453";536643;537689;-1
"2721";"ASTE009670";"KB664453";451375;454366;1
"2722";"ASTE015072";"KB664453";264215;264562;-1
"2723";"ASTE015073";"KB664453";356459;357654;1
"2724";"ASTE015074";"KB664453";498776;499871;-1
"2725";"ASTE005564";"KB664454";380850;381374;-1
"2726";"ASTE005561";"KB664454";357195;362004;1
"2727";"ASTE005587";"KB664454";504031;504936;-1
"2728";"ASTE005574";"KB664454";451641;454011;-1
"2729";"ASTE005575";"KB664454";454811;455206;1
"2730";"ASTE005569";"KB664454";431258;432946;1
"2731";"ASTE005550";"KB664454";166993;171717;1
"2732";"ASTE005558";"KB664454";274056;283570;-1
"2733";"ASTE005556";"KB664454";214739;220992;-1
"2734";"ASTE005557";"KB664454";230303;231295;-1
"2735";"ASTE005570";"KB664454";432586;435599;-1
"2736";"ASTE005552";"KB664454";176194;177099;-1
"2737";"ASTE005548";"KB664454";157259;161120;1
"2738";"ASTE005554";"KB664454";192023;198277;-1
"2739";"ASTE005555";"KB664454";209191;210691;-1
"2740";"ASTE005560";"KB664454";346698;347254;1
"2741";"ASTE005562";"KB664454";373116;376967;1
"2742";"ASTE005563";"KB664454";378335;379728;-1
"2743";"ASTE005565";"KB664454";382083;384279;-1
"2744";"ASTE005579";"KB664454";465892;468259;1
"2745";"ASTE005572";"KB664454";446317;447379;-1
